Column1,Scenario,Year,Unit,Variable,Value
1,Current Measures,2005,Megatonnes,Total,726.6763899
507,Global Net-zero,2005,Megatonnes,Total,726.6763899
1013,Canada Net-zero,2005,Megatonnes,Total,726.6763899
2,Current Measures,2006,Megatonnes,Total,705.9536556
508,Global Net-zero,2006,Megatonnes,Total,705.9536556
1014,Canada Net-zero,2006,Megatonnes,Total,705.9536556
3,Current Measures,2007,Megatonnes,Total,731.1936004
509,Global Net-zero,2007,Megatonnes,Total,731.1936004
1015,Canada Net-zero,2007,Megatonnes,Total,731.1936004
4,Current Measures,2008,Megatonnes,Total,709.4252621
510,Global Net-zero,2008,Megatonnes,Total,709.4252621
1016,Canada Net-zero,2008,Megatonnes,Total,709.4252621
5,Current Measures,2009,Megatonnes,Total,640.7542124
511,Global Net-zero,2009,Megatonnes,Total,640.7542124
1017,Canada Net-zero,2009,Megatonnes,Total,640.7542124
6,Current Measures,2010,Megatonnes,Total,683.6945432
512,Global Net-zero,2010,Megatonnes,Total,683.6945432
1018,Canada Net-zero,2010,Megatonnes,Total,683.6945432
7,Current Measures,2011,Megatonnes,Total,699.3620681
513,Global Net-zero,2011,Megatonnes,Total,699.3620681
1019,Canada Net-zero,2011,Megatonnes,Total,699.3620681
8,Current Measures,2012,Megatonnes,Total,695.1828002
514,Global Net-zero,2012,Megatonnes,Total,695.1828002
1020,Canada Net-zero,2012,Megatonnes,Total,695.1828002
9,Current Measures,2013,Megatonnes,Total,703.3631081
515,Global Net-zero,2013,Megatonnes,Total,703.3631081
1021,Canada Net-zero,2013,Megatonnes,Total,703.3631081
10,Current Measures,2014,Megatonnes,Total,680.8794882
516,Global Net-zero,2014,Megatonnes,Total,680.8794882
1022,Canada Net-zero,2014,Megatonnes,Total,680.8794882
11,Current Measures,2015,Megatonnes,Total,722.9403172
517,Global Net-zero,2015,Megatonnes,Total,722.9403172
1023,Canada Net-zero,2015,Megatonnes,Total,722.9403172
12,Current Measures,2016,Megatonnes,Total,693.9699381
518,Global Net-zero,2016,Megatonnes,Total,693.9699381
1024,Canada Net-zero,2016,Megatonnes,Total,693.9699381
13,Current Measures,2017,Megatonnes,Total,696.005531
519,Global Net-zero,2017,Megatonnes,Total,696.005531
1025,Canada Net-zero,2017,Megatonnes,Total,696.005531
14,Current Measures,2018,Megatonnes,Total,713.3213292
520,Global Net-zero,2018,Megatonnes,Total,713.3213292
1026,Canada Net-zero,2018,Megatonnes,Total,713.3213292
15,Current Measures,2019,Megatonnes,Total,704.8581894
521,Global Net-zero,2019,Megatonnes,Total,704.8581894
1027,Canada Net-zero,2019,Megatonnes,Total,704.8581894
16,Current Measures,2020,Megatonnes,Total,645.4005013
47,Current Measures,2005,Megatonnes,Oil and Gas,168.3348684
48,Current Measures,2006,Megatonnes,Oil and Gas,174.649542
49,Current Measures,2007,Megatonnes,Oil and Gas,179.8193852
50,Current Measures,2008,Megatonnes,Oil and Gas,176.5491302
51,Current Measures,2009,Megatonnes,Oil and Gas,173.7762869
52,Current Measures,2010,Megatonnes,Oil and Gas,179.3210679
53,Current Measures,2011,Megatonnes,Oil and Gas,184.7988916
54,Current Measures,2012,Megatonnes,Oil and Gas,192.1420878
55,Current Measures,2013,Megatonnes,Oil and Gas,196.8323303
56,Current Measures,2014,Megatonnes,Oil and Gas,202.3808556
57,Current Measures,2015,Megatonnes,Oil and Gas,203.0549719
58,Current Measures,2016,Megatonnes,Oil and Gas,191.4577309
59,Current Measures,2017,Megatonnes,Oil and Gas,194.0205764
60,Current Measures,2018,Megatonnes,Oil and Gas,202.4932109
61,Current Measures,2019,Megatonnes,Oil and Gas,201.3172404
62,Current Measures,2020,Megatonnes,Oil and Gas,183.3540268
63,Current Measures,2021,Megatonnes,Oil and Gas,189.1523515
64,Current Measures,2022,Megatonnes,Oil and Gas,191.4234074
65,Current Measures,2023,Megatonnes,Oil and Gas,192.6290842
66,Current Measures,2024,Megatonnes,Oil and Gas,188.0323064
67,Current Measures,2025,Megatonnes,Oil and Gas,187.3806341
68,Current Measures,2026,Megatonnes,Oil and Gas,186.5061886
69,Current Measures,2027,Megatonnes,Oil and Gas,183.2987882
70,Current Measures,2028,Megatonnes,Oil and Gas,180.581023
71,Current Measures,2029,Megatonnes,Oil and Gas,176.8089285
72,Current Measures,2030,Megatonnes,Oil and Gas,174.3626045
73,Current Measures,2031,Megatonnes,Oil and Gas,170.8099635
74,Current Measures,2032,Megatonnes,Oil and Gas,167.9885769
75,Current Measures,2033,Megatonnes,Oil and Gas,166.120235
76,Current Measures,2034,Megatonnes,Oil and Gas,160.0981307
77,Current Measures,2035,Megatonnes,Oil and Gas,159.3244899
78,Current Measures,2036,Megatonnes,Oil and Gas,158.0382371
79,Current Measures,2037,Megatonnes,Oil and Gas,156.7902167
80,Current Measures,2038,Megatonnes,Oil and Gas,155.7833716
81,Current Measures,2039,Megatonnes,Oil and Gas,155.2255208
82,Current Measures,2040,Megatonnes,Oil and Gas,154.809773
83,Current Measures,2041,Megatonnes,Oil and Gas,154.139516
84,Current Measures,2042,Megatonnes,Oil and Gas,153.3493523
85,Current Measures,2043,Megatonnes,Oil and Gas,152.2290441
86,Current Measures,2044,Megatonnes,Oil and Gas,151.5251569
87,Current Measures,2045,Megatonnes,Oil and Gas,150.5868061
88,Current Measures,2046,Megatonnes,Oil and Gas,150.0717121
89,Current Measures,2047,Megatonnes,Oil and Gas,149.6242485
90,Current Measures,2048,Megatonnes,Oil and Gas,149.2645214
91,Current Measures,2049,Megatonnes,Oil and Gas,149.1398446
92,Current Measures,2050,Megatonnes,Oil and Gas,148.8271199
93,Current Measures,2005,Megatonnes,Electricity,117.5832408
94,Current Measures,2006,Megatonnes,Electricity,111.6244666
95,Current Measures,2007,Megatonnes,Electricity,119.6573995
96,Current Measures,2008,Megatonnes,Electricity,108.8868558
97,Current Measures,2009,Megatonnes,Electricity,93.77054048
98,Current Measures,2010,Megatonnes,Electricity,94.59982585
99,Current Measures,2011,Megatonnes,Electricity,86.87367375
100,Current Measures,2012,Megatonnes,Electricity,83.30406194
101,Current Measures,2013,Megatonnes,Electricity,79.70096097
102,Current Measures,2014,Megatonnes,Electricity,76.28778125
103,Current Measures,2015,Megatonnes,Electricity,78.94859476
104,Current Measures,2016,Megatonnes,Electricity,74.25674543
105,Current Measures,2017,Megatonnes,Electricity,72.60569602
106,Current Measures,2018,Megatonnes,Electricity,62.74140227
107,Current Measures,2019,Megatonnes,Electricity,61.60666785
108,Current Measures,2020,Megatonnes,Electricity,53.68446015
109,Current Measures,2021,Megatonnes,Electricity,51.67781389
110,Current Measures,2022,Megatonnes,Electricity,54.3338485
111,Current Measures,2023,Megatonnes,Electricity,52.20146754
112,Current Measures,2024,Megatonnes,Electricity,47.25850992
113,Current Measures,2025,Megatonnes,Electricity,38.30157091
114,Current Measures,2026,Megatonnes,Electricity,39.19467838
115,Current Measures,2027,Megatonnes,Electricity,40.00306338
116,Current Measures,2028,Megatonnes,Electricity,38.60403271
117,Current Measures,2029,Megatonnes,Electricity,35.91491521
118,Current Measures,2030,Megatonnes,Electricity,31.09048564
119,Current Measures,2031,Megatonnes,Electricity,31.61160036
120,Current Measures,2032,Megatonnes,Electricity,32.34686398
121,Current Measures,2033,Megatonnes,Electricity,32.55670691
122,Current Measures,2034,Megatonnes,Electricity,31.3416763
123,Current Measures,2035,Megatonnes,Electricity,30.76193711
124,Current Measures,2036,Megatonnes,Electricity,30.03050943
125,Current Measures,2037,Megatonnes,Electricity,29.4512363
126,Current Measures,2038,Megatonnes,Electricity,29.00282829
127,Current Measures,2039,Megatonnes,Electricity,27.85421212
128,Current Measures,2040,Megatonnes,Electricity,26.76718284
129,Current Measures,2041,Megatonnes,Electricity,24.57726612
130,Current Measures,2042,Megatonnes,Electricity,23.40149274
131,Current Measures,2043,Megatonnes,Electricity,21.56910093
132,Current Measures,2044,Megatonnes,Electricity,19.51973997
133,Current Measures,2045,Megatonnes,Electricity,18.00870732
134,Current Measures,2046,Megatonnes,Electricity,17.79538677
135,Current Measures,2047,Megatonnes,Electricity,17.9375845
136,Current Measures,2048,Megatonnes,Electricity,17.87746594
137,Current Measures,2049,Megatonnes,Electricity,17.94103398
138,Current Measures,2050,Megatonnes,Electricity,18.03427124
139,Current Measures,2005,Megatonnes,Low or Non-emitting Hydrogen Production,0
140,Current Measures,2006,Megatonnes,Low or Non-emitting Hydrogen Production,0
141,Current Measures,2007,Megatonnes,Low or Non-emitting Hydrogen Production,0
142,Current Measures,2008,Megatonnes,Low or Non-emitting Hydrogen Production,0
143,Current Measures,2009,Megatonnes,Low or Non-emitting Hydrogen Production,0
144,Current Measures,2010,Megatonnes,Low or Non-emitting Hydrogen Production,0
145,Current Measures,2011,Megatonnes,Low or Non-emitting Hydrogen Production,0
146,Current Measures,2012,Megatonnes,Low or Non-emitting Hydrogen Production,0
147,Current Measures,2013,Megatonnes,Low or Non-emitting Hydrogen Production,0
148,Current Measures,2014,Megatonnes,Low or Non-emitting Hydrogen Production,0
149,Current Measures,2015,Megatonnes,Low or Non-emitting Hydrogen Production,0
150,Current Measures,2016,Megatonnes,Low or Non-emitting Hydrogen Production,0
151,Current Measures,2017,Megatonnes,Low or Non-emitting Hydrogen Production,0
152,Current Measures,2018,Megatonnes,Low or Non-emitting Hydrogen Production,0
153,Current Measures,2019,Megatonnes,Low or Non-emitting Hydrogen Production,0
154,Current Measures,2020,Megatonnes,Low or Non-emitting Hydrogen Production,0
155,Current Measures,2021,Megatonnes,Low or Non-emitting Hydrogen Production,0
156,Current Measures,2022,Megatonnes,Low or Non-emitting Hydrogen Production,0.001131733
157,Current Measures,2023,Megatonnes,Low or Non-emitting Hydrogen Production,0.001347537
158,Current Measures,2024,Megatonnes,Low or Non-emitting Hydrogen Production,0.0822883
159,Current Measures,2025,Megatonnes,Low or Non-emitting Hydrogen Production,0.231985
160,Current Measures,2026,Megatonnes,Low or Non-emitting Hydrogen Production,0.385963
161,Current Measures,2027,Megatonnes,Low or Non-emitting Hydrogen Production,0.472285
162,Current Measures,2028,Megatonnes,Low or Non-emitting Hydrogen Production,0.52276
163,Current Measures,2029,Megatonnes,Low or Non-emitting Hydrogen Production,0.608916
164,Current Measures,2030,Megatonnes,Low or Non-emitting Hydrogen Production,0.659348
165,Current Measures,2031,Megatonnes,Low or Non-emitting Hydrogen Production,0.699992
166,Current Measures,2032,Megatonnes,Low or Non-emitting Hydrogen Production,0.733446
167,Current Measures,2033,Megatonnes,Low or Non-emitting Hydrogen Production,0.75964
168,Current Measures,2034,Megatonnes,Low or Non-emitting Hydrogen Production,0.781174
169,Current Measures,2035,Megatonnes,Low or Non-emitting Hydrogen Production,0.79977
170,Current Measures,2036,Megatonnes,Low or Non-emitting Hydrogen Production,0.818448
171,Current Measures,2037,Megatonnes,Low or Non-emitting Hydrogen Production,0.836399
172,Current Measures,2038,Megatonnes,Low or Non-emitting Hydrogen Production,0.855045
173,Current Measures,2039,Megatonnes,Low or Non-emitting Hydrogen Production,0.872992
174,Current Measures,2040,Megatonnes,Low or Non-emitting Hydrogen Production,0.885377
175,Current Measures,2041,Megatonnes,Low or Non-emitting Hydrogen Production,0.897517
176,Current Measures,2042,Megatonnes,Low or Non-emitting Hydrogen Production,0.910641
177,Current Measures,2043,Megatonnes,Low or Non-emitting Hydrogen Production,0.92435
178,Current Measures,2044,Megatonnes,Low or Non-emitting Hydrogen Production,0.937246
179,Current Measures,2045,Megatonnes,Low or Non-emitting Hydrogen Production,0.951132
180,Current Measures,2046,Megatonnes,Low or Non-emitting Hydrogen Production,0.965262
181,Current Measures,2047,Megatonnes,Low or Non-emitting Hydrogen Production,0.97958
182,Current Measures,2048,Megatonnes,Low or Non-emitting Hydrogen Production,0.992976
183,Current Measures,2049,Megatonnes,Low or Non-emitting Hydrogen Production,1.007212
184,Current Measures,2050,Megatonnes,Low or Non-emitting Hydrogen Production,1.030571
185,Current Measures,2005,Megatonnes,Transportation,156.7892314
186,Current Measures,2006,Megatonnes,Transportation,157.6618177
187,Current Measures,2007,Megatonnes,Transportation,162.6528488
188,Current Measures,2008,Megatonnes,Transportation,163.2252569
189,Current Measures,2009,Megatonnes,Transportation,162.0328894
190,Current Measures,2010,Megatonnes,Transportation,165.5035821
191,Current Measures,2011,Megatonnes,Transportation,164.4233629
192,Current Measures,2012,Megatonnes,Transportation,164.6183857
193,Current Measures,2013,Megatonnes,Transportation,167.1057997
194,Current Measures,2014,Megatonnes,Transportation,164.7071583
195,Current Measures,2015,Megatonnes,Transportation,162.5907788
196,Current Measures,2016,Megatonnes,Transportation,162.3648385
197,Current Measures,2017,Megatonnes,Transportation,165.3710174
198,Current Measures,2018,Megatonnes,Transportation,169.316979
199,Current Measures,2019,Megatonnes,Transportation,170.1631223
200,Current Measures,2020,Megatonnes,Transportation,143.2202336
201,Current Measures,2021,Megatonnes,Transportation,150.1147371
202,Current Measures,2022,Megatonnes,Transportation,168.6509161
203,Current Measures,2023,Megatonnes,Transportation,173.5660983
204,Current Measures,2024,Megatonnes,Transportation,172.8807604
205,Current Measures,2025,Megatonnes,Transportation,172.3966189
206,Current Measures,2026,Megatonnes,Transportation,171.5401265
207,Current Measures,2027,Megatonnes,Transportation,170.9274431
208,Current Measures,2028,Megatonnes,Transportation,169.0414874
209,Current Measures,2029,Megatonnes,Transportation,167.7342022
210,Current Measures,2030,Megatonnes,Transportation,165.8628198
211,Current Measures,2031,Megatonnes,Transportation,164.3152576
212,Current Measures,2032,Megatonnes,Transportation,163.0220665
213,Current Measures,2033,Megatonnes,Transportation,161.7307748
214,Current Measures,2034,Megatonnes,Transportation,160.4823974
215,Current Measures,2035,Megatonnes,Transportation,159.3018798
216,Current Measures,2036,Megatonnes,Transportation,158.1123132
217,Current Measures,2037,Megatonnes,Transportation,157.076119
218,Current Measures,2038,Megatonnes,Transportation,156.0579526
219,Current Measures,2039,Megatonnes,Transportation,155.1011702
220,Current Measures,2040,Megatonnes,Transportation,154.2504363
221,Current Measures,2041,Megatonnes,Transportation,153.4862597
222,Current Measures,2042,Megatonnes,Transportation,152.8417377
223,Current Measures,2043,Megatonnes,Transportation,152.3223819
224,Current Measures,2044,Megatonnes,Transportation,151.9875516
225,Current Measures,2045,Megatonnes,Transportation,151.8232208
226,Current Measures,2046,Megatonnes,Transportation,151.8436119
227,Current Measures,2047,Megatonnes,Transportation,151.9546911
228,Current Measures,2048,Megatonnes,Transportation,152.1872934
229,Current Measures,2049,Megatonnes,Transportation,152.6119572
230,Current Measures,2050,Megatonnes,Transportation,153.1754225
231,Current Measures,2005,Megatonnes,Buildings,84.84944401
232,Current Measures,2006,Megatonnes,Buildings,79.66270722
233,Current Measures,2007,Megatonnes,Buildings,85.52040556
234,Current Measures,2008,Megatonnes,Buildings,85.43251371
235,Current Measures,2009,Megatonnes,Buildings,83.8652561
236,Current Measures,2010,Megatonnes,Buildings,81.50536669
237,Current Measures,2011,Megatonnes,Buildings,86.01483676
238,Current Measures,2012,Megatonnes,Buildings,84.53495511
239,Current Measures,2013,Megatonnes,Buildings,85.65905342
240,Current Measures,2014,Megatonnes,Buildings,86.23595586
241,Current Measures,2015,Megatonnes,Buildings,85.2942193
242,Current Measures,2016,Megatonnes,Buildings,84.85454238
243,Current Measures,2017,Megatonnes,Buildings,87.7096066
244,Current Measures,2018,Megatonnes,Buildings,92.3680409
245,Current Measures,2019,Megatonnes,Buildings,93.27410188
246,Current Measures,2020,Megatonnes,Buildings,89.11786988
247,Current Measures,2021,Megatonnes,Buildings,87.16960461
248,Current Measures,2022,Megatonnes,Buildings,81.92832281
249,Current Measures,2023,Megatonnes,Buildings,81.22738268
250,Current Measures,2024,Megatonnes,Buildings,79.75231919
251,Current Measures,2025,Megatonnes,Buildings,78.01463442
252,Current Measures,2026,Megatonnes,Buildings,76.60994817
253,Current Measures,2027,Megatonnes,Buildings,75.14656519
254,Current Measures,2028,Megatonnes,Buildings,73.77341252
255,Current Measures,2029,Megatonnes,Buildings,72.37667094
256,Current Measures,2030,Megatonnes,Buildings,70.93887557
257,Current Measures,2031,Megatonnes,Buildings,70.01651033
258,Current Measures,2032,Megatonnes,Buildings,68.89611431
259,Current Measures,2033,Megatonnes,Buildings,67.9647514
260,Current Measures,2034,Megatonnes,Buildings,66.99499647
261,Current Measures,2035,Megatonnes,Buildings,65.84793527
262,Current Measures,2036,Megatonnes,Buildings,64.96512299
263,Current Measures,2037,Megatonnes,Buildings,64.581003
264,Current Measures,2038,Megatonnes,Buildings,64.20963972
265,Current Measures,2039,Megatonnes,Buildings,63.94934586
266,Current Measures,2040,Megatonnes,Buildings,63.74531511
267,Current Measures,2041,Megatonnes,Buildings,63.60616525
268,Current Measures,2042,Megatonnes,Buildings,63.52357585
269,Current Measures,2043,Megatonnes,Buildings,63.47627193
270,Current Measures,2044,Megatonnes,Buildings,63.45423995
271,Current Measures,2045,Megatonnes,Buildings,63.48335391
272,Current Measures,2046,Megatonnes,Buildings,63.54979613
273,Current Measures,2047,Megatonnes,Buildings,63.40925868
274,Current Measures,2048,Megatonnes,Buildings,63.54572322
275,Current Measures,2049,Megatonnes,Buildings,63.71653295
276,Current Measures,2050,Megatonnes,Buildings,63.89708761
277,Current Measures,2005,Megatonnes,Heavy Industry,88.98923158
278,Current Measures,2006,Megatonnes,Heavy Industry,88.74130678
279,Current Measures,2007,Megatonnes,Heavy Industry,87.40887961
280,Current Measures,2008,Megatonnes,Heavy Industry,85.85881971
281,Current Measures,2009,Megatonnes,Heavy Industry,72.53000289
282,Current Measures,2010,Megatonnes,Heavy Industry,75.68698476
283,Current Measures,2011,Megatonnes,Heavy Industry,81.77988412
284,Current Measures,2012,Megatonnes,Heavy Industry,81.82683056
285,Current Measures,2013,Megatonnes,Heavy Industry,80.51321346
286,Current Measures,2014,Megatonnes,Heavy Industry,80.86144358
287,Current Measures,2015,Megatonnes,Heavy Industry,80.55736791
288,Current Measures,2016,Megatonnes,Heavy Industry,77.97963056
289,Current Measures,2017,Megatonnes,Heavy Industry,77.31526998
290,Current Measures,2018,Megatonnes,Heavy Industry,79.56422829
291,Current Measures,2019,Megatonnes,Heavy Industry,78.78806762
292,Current Measures,2020,Megatonnes,Heavy Industry,73.57588066
293,Current Measures,2021,Megatonnes,Heavy Industry,76.81255283
294,Current Measures,2022,Megatonnes,Heavy Industry,74.20667416
295,Current Measures,2023,Megatonnes,Heavy Industry,77.12179057
296,Current Measures,2024,Megatonnes,Heavy Industry,76.81439504
297,Current Measures,2025,Megatonnes,Heavy Industry,74.63398654
298,Current Measures,2026,Megatonnes,Heavy Industry,71.18044599
299,Current Measures,2027,Megatonnes,Heavy Industry,71.05930612
300,Current Measures,2028,Megatonnes,Heavy Industry,69.535369
301,Current Measures,2029,Megatonnes,Heavy Industry,66.51258325
302,Current Measures,2030,Megatonnes,Heavy Industry,63.77177142
303,Current Measures,2031,Megatonnes,Heavy Industry,63.61248353
304,Current Measures,2032,Megatonnes,Heavy Industry,61.31157641
305,Current Measures,2033,Megatonnes,Heavy Industry,59.83665375
306,Current Measures,2034,Megatonnes,Heavy Industry,58.42898752
307,Current Measures,2035,Megatonnes,Heavy Industry,58.33266565
308,Current Measures,2036,Megatonnes,Heavy Industry,58.31142796
309,Current Measures,2037,Megatonnes,Heavy Industry,58.55054683
310,Current Measures,2038,Megatonnes,Heavy Industry,58.75996724
311,Current Measures,2039,Megatonnes,Heavy Industry,59.03228737
312,Current Measures,2040,Megatonnes,Heavy Industry,59.36877781
313,Current Measures,2041,Megatonnes,Heavy Industry,59.66499902
314,Current Measures,2042,Megatonnes,Heavy Industry,60.00625111
315,Current Measures,2043,Megatonnes,Heavy Industry,60.37770762
316,Current Measures,2044,Megatonnes,Heavy Industry,60.7767735
317,Current Measures,2045,Megatonnes,Heavy Industry,61.27199916
318,Current Measures,2046,Megatonnes,Heavy Industry,61.82862958
319,Current Measures,2047,Megatonnes,Heavy Industry,62.34072831
320,Current Measures,2048,Megatonnes,Heavy Industry,62.8682319
321,Current Measures,2049,Megatonnes,Heavy Industry,63.46993417
322,Current Measures,2050,Megatonnes,Heavy Industry,64.11285145
323,Current Measures,2005,Megatonnes,Agriculture,63.6071388
324,Current Measures,2006,Megatonnes,Agriculture,62.267415
325,Current Measures,2007,Megatonnes,Agriculture,62.44206263
326,Current Measures,2008,Megatonnes,Agriculture,61.91206893
327,Current Measures,2009,Megatonnes,Agriculture,59.17146034
328,Current Measures,2010,Megatonnes,Agriculture,59.36927371
329,Current Measures,2011,Megatonnes,Agriculture,60.20407743
330,Current Measures,2012,Megatonnes,Agriculture,62.4838525
331,Current Measures,2013,Megatonnes,Agriculture,64.37823602
332,Current Measures,2014,Megatonnes,Agriculture,63.39120891
333,Current Measures,2015,Megatonnes,Agriculture,65.01730888
334,Current Measures,2016,Megatonnes,Agriculture,66.02384057
335,Current Measures,2017,Megatonnes,Agriculture,66.50716811
336,Current Measures,2018,Megatonnes,Agriculture,68.53742335
337,Current Measures,2019,Megatonnes,Agriculture,68.96267014
338,Current Measures,2020,Megatonnes,Agriculture,69.77845674
339,Current Measures,2021,Megatonnes,Agriculture,68.51682202
340,Current Measures,2022,Megatonnes,Agriculture,70.79152977
341,Current Measures,2023,Megatonnes,Agriculture,71.42570586
342,Current Measures,2024,Megatonnes,Agriculture,70.63022455
343,Current Measures,2025,Megatonnes,Agriculture,70.35660482
344,Current Measures,2026,Megatonnes,Agriculture,70.58202817
345,Current Measures,2027,Megatonnes,Agriculture,70.60524961
346,Current Measures,2028,Megatonnes,Agriculture,70.81374777
347,Current Measures,2029,Megatonnes,Agriculture,71.23481612
348,Current Measures,2030,Megatonnes,Agriculture,71.4047925
349,Current Measures,2031,Megatonnes,Agriculture,71.50821349
350,Current Measures,2032,Megatonnes,Agriculture,71.62167002
351,Current Measures,2033,Megatonnes,Agriculture,71.98805739
352,Current Measures,2034,Megatonnes,Agriculture,72.51442556
353,Current Measures,2035,Megatonnes,Agriculture,73.11523088
354,Current Measures,2036,Megatonnes,Agriculture,73.52802172
355,Current Measures,2037,Megatonnes,Agriculture,73.85561884
356,Current Measures,2038,Megatonnes,Agriculture,74.15072936
357,Current Measures,2039,Megatonnes,Agriculture,74.486762
358,Current Measures,2040,Megatonnes,Agriculture,74.89245634
359,Current Measures,2041,Megatonnes,Agriculture,75.24209614
360,Current Measures,2042,Megatonnes,Agriculture,75.59255111
361,Current Measures,2043,Megatonnes,Agriculture,75.90629783
362,Current Measures,2044,Megatonnes,Agriculture,76.22620031
363,Current Measures,2045,Megatonnes,Agriculture,76.59100565
364,Current Measures,2046,Megatonnes,Agriculture,76.95576505
365,Current Measures,2047,Megatonnes,Agriculture,77.26755738
366,Current Measures,2048,Megatonnes,Agriculture,77.57764961
367,Current Measures,2049,Megatonnes,Agriculture,77.96158775
368,Current Measures,2050,Megatonnes,Agriculture,78.38869089
369,Current Measures,2005,Megatonnes,Waste and Others,52.06563344
370,Current Measures,2006,Megatonnes,Waste and Others,50.67910569
371,Current Measures,2007,Megatonnes,Waste and Others,50.56910537
372,Current Measures,2008,Megatonnes,Waste and Others,48.93658966
373,Current Measures,2009,Megatonnes,Waste and Others,44.40288667
374,Current Measures,2010,Megatonnes,Waste and Others,45.88143767
375,Current Measures,2011,Megatonnes,Waste and Others,47.21733792
376,Current Measures,2012,Megatonnes,Waste and Others,47.45911041
377,Current Measures,2013,Megatonnes,Waste and Others,48.90671469
378,Current Measures,2014,Megatonnes,Waste and Others,46.33105477
379,Current Measures,2015,Megatonnes,Waste and Others,47.453176
380,Current Measures,2016,Megatonnes,Waste and Others,47.98844308
381,Current Measures,2017,Megatonnes,Waste and Others,48.70280472
382,Current Measures,2018,Megatonnes,Waste and Others,49.59369839
383,Current Measures,2019,Megatonnes,Waste and Others,49.56743257
384,Current Measures,2020,Megatonnes,Waste and Others,46.05725445
385,Current Measures,2021,Megatonnes,Waste and Others,46.98380465
386,Current Measures,2022,Megatonnes,Waste and Others,45.93380072
387,Current Measures,2023,Megatonnes,Waste and Others,46.0268048
388,Current Measures,2024,Megatonnes,Waste and Others,46.41907369
389,Current Measures,2025,Megatonnes,Waste and Others,46.6300282
390,Current Measures,2026,Megatonnes,Waste and Others,46.90992487
391,Current Measures,2027,Megatonnes,Waste and Others,47.15609088
