Column1,Scenario,Year,Unit,Variable,Value
769,Global Net-zero,2037,Megatonnes,Buildings,47.9511336
770,Global Net-zero,2038,Megatonnes,Buildings,45.63920915
771,Global Net-zero,2039,Megatonnes,Buildings,43.42399483
772,Global Net-zero,2040,Megatonnes,Buildings,41.28624269
773,Global Net-zero,2041,Megatonnes,Buildings,39.14772478
774,Global Net-zero,2042,Megatonnes,Buildings,37.11797549
775,Global Net-zero,2043,Megatonnes,Buildings,35.14836159
776,Global Net-zero,2044,Megatonnes,Buildings,33.33793433
777,Global Net-zero,2045,Megatonnes,Buildings,31.65429058
778,Global Net-zero,2046,Megatonnes,Buildings,30.19868712
779,Global Net-zero,2047,Megatonnes,Buildings,28.54857168
780,Global Net-zero,2048,Megatonnes,Buildings,27.17990696
781,Global Net-zero,2049,Megatonnes,Buildings,25.96320412
782,Global Net-zero,2050,Megatonnes,Buildings,24.88166112
783,Global Net-zero,2005,Megatonnes,Heavy Industry,88.98923158
784,Global Net-zero,2006,Megatonnes,Heavy Industry,88.74130678
785,Global Net-zero,2007,Megatonnes,Heavy Industry,87.40887961
786,Global Net-zero,2008,Megatonnes,Heavy Industry,85.85881971
787,Global Net-zero,2009,Megatonnes,Heavy Industry,72.53000289
788,Global Net-zero,2010,Megatonnes,Heavy Industry,75.68698476
789,Global Net-zero,2011,Megatonnes,Heavy Industry,81.77988412
790,Global Net-zero,2012,Megatonnes,Heavy Industry,81.82683056
791,Global Net-zero,2013,Megatonnes,Heavy Industry,80.51321346
792,Global Net-zero,2014,Megatonnes,Heavy Industry,80.86144358
793,Global Net-zero,2015,Megatonnes,Heavy Industry,80.55736791
794,Global Net-zero,2016,Megatonnes,Heavy Industry,77.97963056
795,Global Net-zero,2017,Megatonnes,Heavy Industry,77.31526998
796,Global Net-zero,2018,Megatonnes,Heavy Industry,79.56422829
797,Global Net-zero,2019,Megatonnes,Heavy Industry,78.78806762
798,Global Net-zero,2020,Megatonnes,Heavy Industry,73.57588066
799,Global Net-zero,2021,Megatonnes,Heavy Industry,76.81255283
800,Global Net-zero,2022,Megatonnes,Heavy Industry,74.20667416
801,Global Net-zero,2023,Megatonnes,Heavy Industry,75.92864216
802,Global Net-zero,2024,Megatonnes,Heavy Industry,74.52501574
803,Global Net-zero,2025,Megatonnes,Heavy Industry,72.07338198
804,Global Net-zero,2026,Megatonnes,Heavy Industry,69.68119389
805,Global Net-zero,2027,Megatonnes,Heavy Industry,68.24044312
806,Global Net-zero,2028,Megatonnes,Heavy Industry,65.91188097
807,Global Net-zero,2029,Megatonnes,Heavy Industry,61.58942183
808,Global Net-zero,2030,Megatonnes,Heavy Industry,57.12518162
809,Global Net-zero,2031,Megatonnes,Heavy Industry,54.97099716
810,Global Net-zero,2032,Megatonnes,Heavy Industry,52.09756511
811,Global Net-zero,2033,Megatonnes,Heavy Industry,48.93422411
812,Global Net-zero,2034,Megatonnes,Heavy Industry,45.32865225
813,Global Net-zero,2035,Megatonnes,Heavy Industry,43.76225209
814,Global Net-zero,2036,Megatonnes,Heavy Industry,40.64819274
815,Global Net-zero,2037,Megatonnes,Heavy Industry,37.47832104
816,Global Net-zero,2038,Megatonnes,Heavy Industry,33.99894704
817,Global Net-zero,2039,Megatonnes,Heavy Industry,30.89853978
818,Global Net-zero,2040,Megatonnes,Heavy Industry,28.38328985
819,Global Net-zero,2041,Megatonnes,Heavy Industry,26.32048844
820,Global Net-zero,2042,Megatonnes,Heavy Industry,25.16538086
821,Global Net-zero,2043,Megatonnes,Heavy Industry,23.99288735
822,Global Net-zero,2044,Megatonnes,Heavy Industry,23.11091826
823,Global Net-zero,2045,Megatonnes,Heavy Industry,22.34053179
824,Global Net-zero,2046,Megatonnes,Heavy Industry,21.50986558
825,Global Net-zero,2047,Megatonnes,Heavy Industry,20.91647133
826,Global Net-zero,2048,Megatonnes,Heavy Industry,20.24502532
827,Global Net-zero,2049,Megatonnes,Heavy Industry,19.81224124
828,Global Net-zero,2050,Megatonnes,Heavy Industry,19.37596273
829,Global Net-zero,2005,Megatonnes,Agriculture,63.6071388
830,Global Net-zero,2006,Megatonnes,Agriculture,62.267415
831,Global Net-zero,2007,Megatonnes,Agriculture,62.44206263
832,Global Net-zero,2008,Megatonnes,Agriculture,61.91206893
833,Global Net-zero,2009,Megatonnes,Agriculture,59.17146034
834,Global Net-zero,2010,Megatonnes,Agriculture,59.36927371
835,Global Net-zero,2011,Megatonnes,Agriculture,60.20407743
836,Global Net-zero,2012,Megatonnes,Agriculture,62.4838525
837,Global Net-zero,2013,Megatonnes,Agriculture,64.37823602
838,Global Net-zero,2014,Megatonnes,Agriculture,63.39120891
839,Global Net-zero,2015,Megatonnes,Agriculture,65.01730888
840,Global Net-zero,2016,Megatonnes,Agriculture,66.02384057
841,Global Net-zero,2017,Megatonnes,Agriculture,66.50716811
842,Global Net-zero,2018,Megatonnes,Agriculture,68.53742335
843,Global Net-zero,2019,Megatonnes,Agriculture,68.96267014
844,Global Net-zero,2020,Megatonnes,Agriculture,69.77845674
845,Global Net-zero,2021,Megatonnes,Agriculture,68.51682202
846,Global Net-zero,2022,Megatonnes,Agriculture,70.79152977
847,Global Net-zero,2023,Megatonnes,Agriculture,71.01913531
848,Global Net-zero,2024,Megatonnes,Agriculture,69.47696359
849,Global Net-zero,2025,Megatonnes,Agriculture,68.45615105
850,Global Net-zero,2026,Megatonnes,Agriculture,68.12026137
851,Global Net-zero,2027,Megatonnes,Agriculture,67.66610413
852,Global Net-zero,2028,Megatonnes,Agriculture,67.42763968
853,Global Net-zero,2029,Megatonnes,Agriculture,67.27027715
854,Global Net-zero,2030,Megatonnes,Agriculture,66.99064801
855,Global Net-zero,2031,Megatonnes,Agriculture,66.76800235
856,Global Net-zero,2032,Megatonnes,Agriculture,66.43418657
857,Global Net-zero,2033,Megatonnes,Agriculture,65.95603029
858,Global Net-zero,2034,Megatonnes,Agriculture,65.25356464
859,Global Net-zero,2035,Megatonnes,Agriculture,64.36444642
860,Global Net-zero,2036,Megatonnes,Agriculture,63.28840235
861,Global Net-zero,2037,Megatonnes,Agriculture,62.11270825
862,Global Net-zero,2038,Megatonnes,Agriculture,60.90145089
863,Global Net-zero,2039,Megatonnes,Agriculture,59.7234061
864,Global Net-zero,2040,Megatonnes,Agriculture,58.59871227
865,Global Net-zero,2041,Megatonnes,Agriculture,57.51627292
866,Global Net-zero,2042,Megatonnes,Agriculture,56.50294697
867,Global Net-zero,2043,Megatonnes,Agriculture,55.54535771
868,Global Net-zero,2044,Megatonnes,Agriculture,54.66489303
869,Global Net-zero,2045,Megatonnes,Agriculture,53.77715531
870,Global Net-zero,2046,Megatonnes,Agriculture,52.91835459
871,Global Net-zero,2047,Megatonnes,Agriculture,52.15400081
872,Global Net-zero,2048,Megatonnes,Agriculture,51.45543074
873,Global Net-zero,2049,Megatonnes,Agriculture,50.81686826
874,Global Net-zero,2050,Megatonnes,Agriculture,50.19673369
875,Global Net-zero,2005,Megatonnes,Waste and Others,52.06563344
876,Global Net-zero,2006,Megatonnes,Waste and Others,50.67910569
877,Global Net-zero,2007,Megatonnes,Waste and Others,50.56910537
878,Global Net-zero,2008,Megatonnes,Waste and Others,48.93658966
879,Global Net-zero,2009,Megatonnes,Waste and Others,44.40288667
880,Global Net-zero,2010,Megatonnes,Waste and Others,45.88143767
881,Global Net-zero,2011,Megatonnes,Waste and Others,47.21733792
882,Global Net-zero,2012,Megatonnes,Waste and Others,47.45911041
883,Global Net-zero,2013,Megatonnes,Waste and Others,48.90671469
884,Global Net-zero,2014,Megatonnes,Waste and Others,46.33105477
885,Global Net-zero,2015,Megatonnes,Waste and Others,47.453176
886,Global Net-zero,2016,Megatonnes,Waste and Others,47.98844308
887,Global Net-zero,2017,Megatonnes,Waste and Others,48.70280472
888,Global Net-zero,2018,Megatonnes,Waste and Others,49.59369839
889,Global Net-zero,2019,Megatonnes,Waste and Others,49.56743257
890,Global Net-zero,2020,Megatonnes,Waste and Others,46.05725445
891,Global Net-zero,2021,Megatonnes,Waste and Others,46.98380465
892,Global Net-zero,2022,Megatonnes,Waste and Others,45.93380072
893,Global Net-zero,2023,Megatonnes,Waste and Others,44.90290243
894,Global Net-zero,2024,Megatonnes,Waste and Others,44.0643695
895,Global Net-zero,2025,Megatonnes,Waste and Others,42.33729179
896,Global Net-zero,2026,Megatonnes,Waste and Others,41.33597037
897,Global Net-zero,2027,Megatonnes,Waste and Others,40.35853982
898,Global Net-zero,2028,Megatonnes,Waste and Others,39.1453451
899,Global Net-zero,2029,Megatonnes,Waste and Others,37.96006098
900,Global Net-zero,2030,Megatonnes,Waste and Others,36.64641656
901,Global Net-zero,2031,Megatonnes,Waste and Others,36.23486628
902,Global Net-zero,2032,Megatonnes,Waste and Others,35.85172749
903,Global Net-zero,2033,Megatonnes,Waste and Others,35.41487997
904,Global Net-zero,2034,Megatonnes,Waste and Others,34.85236555
905,Global Net-zero,2035,Megatonnes,Waste and Others,34.33035799
906,Global Net-zero,2036,Megatonnes,Waste and Others,33.77609707
907,Global Net-zero,2037,Megatonnes,Waste and Others,33.1892061
908,Global Net-zero,2038,Megatonnes,Waste and Others,32.55534973
909,Global Net-zero,2039,Megatonnes,Waste and Others,31.95494453
910,Global Net-zero,2040,Megatonnes,Waste and Others,31.36872435
911,Global Net-zero,2041,Megatonnes,Waste and Others,30.63092249
912,Global Net-zero,2042,Megatonnes,Waste and Others,29.99942387
913,Global Net-zero,2043,Megatonnes,Waste and Others,29.41458454
914,Global Net-zero,2044,Megatonnes,Waste and Others,28.87253013
915,Global Net-zero,2045,Megatonnes,Waste and Others,28.35097291
916,Global Net-zero,2046,Megatonnes,Waste and Others,27.83070798
917,Global Net-zero,2047,Megatonnes,Waste and Others,27.3441707
918,Global Net-zero,2048,Megatonnes,Waste and Others,26.89853396
919,Global Net-zero,2049,Megatonnes,Waste and Others,26.53697269
920,Global Net-zero,2050,Megatonnes,Waste and Others,26.20108575
921,Global Net-zero,2005,Megatonnes,"Land Use, Land Use Change and Forestry",-5.54239861
922,Global Net-zero,2006,Megatonnes,"Land Use, Land Use Change and Forestry",-19.33270541
923,Global Net-zero,2007,Megatonnes,"Land Use, Land Use Change and Forestry",-16.87648638
924,Global Net-zero,2008,Megatonnes,"Land Use, Land Use Change and Forestry",-21.37597276
925,Global Net-zero,2009,Megatonnes,"Land Use, Land Use Change and Forestry",-48.79511044
926,Global Net-zero,2010,Megatonnes,"Land Use, Land Use Change and Forestry",-18.17299551
927,Global Net-zero,2011,Megatonnes,"Land Use, Land Use Change and Forestry",-11.94999644
928,Global Net-zero,2012,Megatonnes,"Land Use, Land Use Change and Forestry",-21.18648391
929,Global Net-zero,2013,Megatonnes,"Land Use, Land Use Change and Forestry",-19.73320053
930,Global Net-zero,2014,Megatonnes,"Land Use, Land Use Change and Forestry",-39.31597006
931,Global Net-zero,2015,Megatonnes,"Land Use, Land Use Change and Forestry",0.023899639
932,Global Net-zero,2016,Megatonnes,"Land Use, Land Use Change and Forestry",-10.95583335
933,Global Net-zero,2017,Megatonnes,"Land Use, Land Use Change and Forestry",-16.22660824
934,Global Net-zero,2018,Megatonnes,"Land Use, Land Use Change and Forestry",-11.29365398
935,Global Net-zero,2019,Megatonnes,"Land Use, Land Use Change and Forestry",-18.82111332
936,Global Net-zero,2020,Megatonnes,"Land Use, Land Use Change and Forestry",-13.38768103
937,Global Net-zero,2021,Megatonnes,"Land Use, Land Use Change and Forestry",-17.30257254
938,Global Net-zero,2022,Megatonnes,"Land Use, Land Use Change and Forestry",-15.40632582
939,Global Net-zero,2023,Megatonnes,"Land Use, Land Use Change and Forestry",-17.23053509
940,Global Net-zero,2024,Megatonnes,"Land Use, Land Use Change and Forestry",-19.05474437
941,Global Net-zero,2025,Megatonnes,"Land Use, Land Use Change and Forestry",-20.87895364
942,Global Net-zero,2026,Megatonnes,"Land Use, Land Use Change and Forestry",-22.70316291
943,Global Net-zero,2027,Megatonnes,"Land Use, Land Use Change and Forestry",-24.52737218
944,Global Net-zero,2028,Megatonnes,"Land Use, Land Use Change and Forestry",-26.35158146
945,Global Net-zero,2029,Megatonnes,"Land Use, Land Use Change and Forestry",-28.17579073
946,Global Net-zero,2030,Megatonnes,"Land Use, Land Use Change and Forestry",-30
947,Global Net-zero,2031,Megatonnes,"Land Use, Land Use Change and Forestry",-31
948,Global Net-zero,2032,Megatonnes,"Land Use, Land Use Change and Forestry",-32
949,Global Net-zero,2033,Megatonnes,"Land Use, Land Use Change and Forestry",-33
950,Global Net-zero,2034,Megatonnes,"Land Use, Land Use Change and Forestry",-34
951,Global Net-zero,2035,Megatonnes,"Land Use, Land Use Change and Forestry",-35
952,Global Net-zero,2036,Megatonnes,"Land Use, Land Use Change and Forestry",-36
953,Global Net-zero,2037,Megatonnes,"Land Use, Land Use Change and Forestry",-37
954,Global Net-zero,2038,Megatonnes,"Land Use, Land Use Change and Forestry",-38
955,Global Net-zero,2039,Megatonnes,"Land Use, Land Use Change and Forestry",-39
956,Global Net-zero,2040,Megatonnes,"Land Use, Land Use Change and Forestry",-40
957,Global Net-zero,2041,Megatonnes,"Land Use, Land Use Change and Forestry",-41
958,Global Net-zero,2042,Megatonnes,"Land Use, Land Use Change and Forestry",-42
959,Global Net-zero,2043,Megatonnes,"Land Use, Land Use Change and Forestry",-43
960,Global Net-zero,2044,Megatonnes,"Land Use, Land Use Change and Forestry",-44
961,Global Net-zero,2045,Megatonnes,"Land Use, Land Use Change and Forestry",-45
962,Global Net-zero,2046,Megatonnes,"Land Use, Land Use Change and Forestry",-46
963,Global Net-zero,2047,Megatonnes,"Land Use, Land Use Change and Forestry",-47
964,Global Net-zero,2048,Megatonnes,"Land Use, Land Use Change and Forestry",-48
965,Global Net-zero,2049,Megatonnes,"Land Use, Land Use Change and Forestry",-49
966,Global Net-zero,2050,Megatonnes,"Land Use, Land Use Change and Forestry",-50
967,Global Net-zero,2005,Megatonnes,Direct Air Capture,0
968,Global Net-zero,2006,Megatonnes,Direct Air Capture,0
969,Global Net-zero,2007,Megatonnes,Direct Air Capture,0
970,Global Net-zero,2008,Megatonnes,Direct Air Capture,0
971,Global Net-zero,2009,Megatonnes,Direct Air Capture,0
972,Global Net-zero,2010,Megatonnes,Direct Air Capture,0
973,Global Net-zero,2011,Megatonnes,Direct Air Capture,0
974,Global Net-zero,2012,Megatonnes,Direct Air Capture,0
975,Global Net-zero,2013,Megatonnes,Direct Air Capture,0
976,Global Net-zero,2014,Megatonnes,Direct Air Capture,0
977,Global Net-zero,2015,Megatonnes,Direct Air Capture,0
978,Global Net-zero,2016,Megatonnes,Direct Air Capture,0
979,Global Net-zero,2017,Megatonnes,Direct Air Capture,0
980,Global Net-zero,2018,Megatonnes,Direct Air Capture,0
981,Global Net-zero,2019,Megatonnes,Direct Air Capture,0
982,Global Net-zero,2020,Megatonnes,Direct Air Capture,0
983,Global Net-zero,2021,Megatonnes,Direct Air Capture,0
984,Global Net-zero,2022,Megatonnes,Direct Air Capture,0
985,Global Net-zero,2023,Megatonnes,Direct Air Capture,-3.48E-13
986,Global Net-zero,2024,Megatonnes,Direct Air Capture,-2.29E-10
987,Global Net-zero,2025,Megatonnes,Direct Air Capture,-1.81E-08
988,Global Net-zero,2026,Megatonnes,Direct Air Capture,-4.20E-07
989,Global Net-zero,2027,Megatonnes,Direct Air Capture,-4.61E-06
990,Global Net-zero,2028,Megatonnes,Direct Air Capture,-3.08E-05
991,Global Net-zero,2029,Megatonnes,Direct Air Capture,-0.000145879
992,Global Net-zero,2030,Megatonnes,Direct Air Capture,-0.000540047
993,Global Net-zero,2031,Megatonnes,Direct Air Capture,-0.002495071
994,Global Net-zero,2032,Megatonnes,Direct Air Capture,-0.009746884
995,Global Net-zero,2033,Megatonnes,Direct Air Capture,-0.03136081
996,Global Net-zero,2034,Megatonnes,Direct Air Capture,-0.085732495
997,Global Net-zero,2035,Megatonnes,Direct Air Capture,-0.20521629
998,Global Net-zero,2036,Megatonnes,Direct Air Capture,-0.435337421
999,Global Net-zero,2037,Megatonnes,Direct Air Capture,-0.840418947
1000,Global Net-zero,2038,Megatonnes,Direct Air Capture,-1.50040547
1001,Global Net-zero,2039,Megatonnes,Direct Air Capture,-2.505215746
1002,Global Net-zero,2040,Megatonnes,Direct Air Capture,-3.945723141
1003,Global Net-zero,2041,Megatonnes,Direct Air Capture,-5.823877694
1004,Global Net-zero,2042,Megatonnes,Direct Air Capture,-8.190738992
1005,Global Net-zero,2043,Megatonnes,Direct Air Capture,-11.08262213
1006,Global Net-zero,2044,Megatonnes,Direct Air Capture,-14.51899947
1007,Global Net-zero,2045,Megatonnes,Direct Air Capture,-18.50257415
1008,Global Net-zero,2046,Megatonnes,Direct Air Capture,-23.0211784
1009,Global Net-zero,2047,Megatonnes,Direct Air Capture,-28.05083132
1010,Global Net-zero,2048,Megatonnes,Direct Air Capture,-33.55923229
1011,Global Net-zero,2049,Megatonnes,Direct Air Capture,-39.50910415
1012,Global Net-zero,2050,Megatonnes,Direct Air Capture,-45.8610234
1043,Canada Net-zero,2035,Megatonnes,Total,344.0002634
32,Current Measures,2036,Megatonnes,Total,578.6384967
538,Global Net-zero,2036,Megatonnes,Total,306.437743
1044,Canada Net-zero,2036,Megatonnes,Total,314.7598704
33,Current Measures,2037,Megatonnes,Total,576.1562185
539,Global Net-zero,2037,Megatonnes,Total,277.7240117
1045,Canada Net-zero,2037,Megatonnes,Total,286.0857851
34,Current Measures,2038,Megatonnes,Total,573.9865808
540,Global Net-zero,2038,Megatonnes,Total,251.1978887
1046,Canada Net-zero,2038,Megatonnes,Total,259.8154527
35,Current Measures,2039,Megatonnes,Total,571.882972
541,Global Net-zero,2039,Megatonnes,Total,227.5618848
1047,Canada Net-zero,2039,Megatonnes,Total,236.9850611
36,Current Measures,2040,Megatonnes,Total,570.3128719
542,Global Net-zero,2040,Megatonnes,Total,204.2383831
1048,Canada Net-zero,2040,Megatonnes,Total,214.1105296
37,Current Measures,2041,Megatonnes,Total,567.4309691
543,Global Net-zero,2041,Megatonnes,Total,179.94054
1049,Canada Net-zero,2041,Megatonnes,Total,188.9986592
38,Current Measures,2042,Megatonnes,Total,565.6785643
544,Global Net-zero,2042,Megatonnes,Total,158.6083559
1050,Canada Net-zero,2042,Megatonnes,Total,167.8682939
39,Current Measures,2043,Megatonnes,Total,563.1224777
545,Global Net-zero,2043,Megatonnes,Total,138.0276697
1051,Canada Net-zero,2043,Megatonnes,Total,146.428901
40,Current Measures,2044,Megatonnes,Total,561.0355506
546,Global Net-zero,2044,Megatonnes,Total,117.9509088
1052,Canada Net-zero,2044,Megatonnes,Total,124.6930842
41,Current Measures,2045,Megatonnes,Total,559.6547454
547,Global Net-zero,2045,Megatonnes,Total,97.26412239
1053,Canada Net-zero,2045,Megatonnes,Total,103.6776725
42,Current Measures,2046,Megatonnes,Total,560.3002177
548,Global Net-zero,2046,Megatonnes,Total,76.14346043
1054,Canada Net-zero,2046,Megatonnes,Total,82.85252107
43,Current Measures,2047,Megatonnes,Total,561.1696751
549,Global Net-zero,2047,Megatonnes,Total,56.62945367
1055,Canada Net-zero,2047,Megatonnes,Total,61.76078539
44,Current Measures,2048,Megatonnes,Total,562.3632274
550,Global Net-zero,2048,Megatonnes,Total,37.41352735
1056,Canada Net-zero,2048,Megatonnes,Total,41.16486664
45,Current Measures,2049,Megatonnes,Total,564.3457341
551,Global Net-zero,2049,Megatonnes,Total,18.78031418
1057,Canada Net-zero,2049,Megatonnes,Total,20.51616697
46,Current Measures,2050,Megatonnes,Total,566.4471344
552,Global Net-zero,2050,Megatonnes,Total,0
1058,Canada Net-zero,2050,Megatonnes,Total,0
1059,Canada Net-zero,2005,Megatonnes,Oil and Gas,168.3348684
1060,Canada Net-zero,2006,Megatonnes,Oil and Gas,174.649542
1061,Canada Net-zero,2007,Megatonnes,Oil and Gas,179.8193852
1062,Canada Net-zero,2008,Megatonnes,Oil and Gas,176.5491302
1063,Canada Net-zero,2009,Megatonnes,Oil and Gas,173.7762869
1064,Canada Net-zero,2010,Megatonnes,Oil and Gas,179.3210679
1065,Canada Net-zero,2011,Megatonnes,Oil and Gas,184.7988916
1066,Canada Net-zero,2012,Megatonnes,Oil and Gas,192.1420878
1067,Canada Net-zero,2013,Megatonnes,Oil and Gas,196.8323303
1068,Canada Net-zero,2014,Megatonnes,Oil and Gas,202.3808556
1069,Canada Net-zero,2015,Megatonnes,Oil and Gas,203.0549719
1070,Canada Net-zero,2016,Megatonnes,Oil and Gas,191.4577309
1071,Canada Net-zero,2017,Megatonnes,Oil and Gas,194.0205764
1072,Canada Net-zero,2018,Megatonnes,Oil and Gas,202.4932109
1073,Canada Net-zero,2019,Megatonnes,Oil and Gas,201.3172404
1074,Canada Net-zero,2020,Megatonnes,Oil and Gas,183.3540268
1075,Canada Net-zero,2021,Megatonnes,Oil and Gas,189.1523515
1076,Canada Net-zero,2022,Megatonnes,Oil and Gas,191.4234074
1077,Canada Net-zero,2023,Megatonnes,Oil and Gas,188.9128906
1078,Canada Net-zero,2024,Megatonnes,Oil and Gas,183.3913564
1079,Canada Net-zero,2025,Megatonnes,Oil and Gas,177.271171
1080,Canada Net-zero,2026,Megatonnes,Oil and Gas,172.6087422
1081,Canada Net-zero,2027,Megatonnes,Oil and Gas,165.7685096
1082,Canada Net-zero,2028,Megatonnes,Oil and Gas,157.1440222
1083,Canada Net-zero,2029,Megatonnes,Oil and Gas,146.8629556
1084,Canada Net-zero,2030,Megatonnes,Oil and Gas,134.8391153
1085,Canada Net-zero,2031,Megatonnes,Oil and Gas,123.7230884
1086,Canada Net-zero,2032,Megatonnes,Oil and Gas,113.1427199
1087,Canada Net-zero,2033,Megatonnes,Oil and Gas,102.5974759
1088,Canada Net-zero,2034,Megatonnes,Oil and Gas,92.49518478
1089,Canada Net-zero,2035,Megatonnes,Oil and Gas,83.63703044
1090,Canada Net-zero,2036,Megatonnes,Oil and Gas,74.63349683
1091,Canada Net-zero,2037,Megatonnes,Oil and Gas,65.50766735
1092,Canada Net-zero,2038,Megatonnes,Oil and Gas,58.87306954
1093,Canada Net-zero,2039,Megatonnes,Oil and Gas,55.53666573
1094,Canada Net-zero,2040,Megatonnes,Oil and Gas,52.02803603
1095,Canada Net-zero,2041,Megatonnes,Oil and Gas,47.81056568
1096,Canada Net-zero,2042,Megatonnes,Oil and Gas,45.29177179
1097,Canada Net-zero,2043,Megatonnes,Oil and Gas,43.35530839
1098,Canada Net-zero,2044,Megatonnes,Oil and Gas,41.33981175
1099,Canada Net-zero,2045,Megatonnes,Oil and Gas,39.4803992
1100,Canada Net-zero,2046,Megatonnes,Oil and Gas,37.83372709
1101,Canada Net-zero,2047,Megatonnes,Oil and Gas,36.28121566
1102,Canada Net-zero,2048,Megatonnes,Oil and Gas,34.74463757
1103,Canada Net-zero,2049,Megatonnes,Oil and Gas,33.28264818
1104,Canada Net-zero,2050,Megatonnes,Oil and Gas,31.86210077
1105,Canada Net-zero,2005,Megatonnes,Electricity,117.5832408
1106,Canada Net-zero,2006,Megatonnes,Electricity,111.6244666
1107,Canada Net-zero,2007,Megatonnes,Electricity,119.6573995
1108,Canada Net-zero,2008,Megatonnes,Electricity,108.8868558
1109,Canada Net-zero,2009,Megatonnes,Electricity,93.77054048
1110,Canada Net-zero,2010,Megatonnes,Electricity,94.59982585
1111,Canada Net-zero,2011,Megatonnes,Electricity,86.87367375
1112,Canada Net-zero,2012,Megatonnes,Electricity,83.30406194
1113,Canada Net-zero,2013,Megatonnes,Electricity,79.70096097
1114,Canada Net-zero,2014,Megatonnes,Electricity,76.28778125
1115,Canada Net-zero,2015,Megatonnes,Electricity,78.94859476
1116,Canada Net-zero,2016,Megatonnes,Electricity,74.25674543
1117,Canada Net-zero,2017,Megatonnes,Electricity,72.60569602
1118,Canada Net-zero,2018,Megatonnes,Electricity,62.74140227
1119,Canada Net-zero,2019,Megatonnes,Electricity,61.60666785
1120,Canada Net-zero,2020,Megatonnes,Electricity,53.68446015
1121,Canada Net-zero,2021,Megatonnes,Electricity,51.67781389
1122,Canada Net-zero,2022,Megatonnes,Electricity,55.3950355
1123,Canada Net-zero,2023,Megatonnes,Electricity,53.10614489
1124,Canada Net-zero,2024,Megatonnes,Electricity,45.36501788
1125,Canada Net-zero,2025,Megatonnes,Electricity,34.97720559
1126,Canada Net-zero,2026,Megatonnes,Electricity,35.19417164
1127,Canada Net-zero,2027,Megatonnes,Electricity,35.83090737
1128,Canada Net-zero,2028,Megatonnes,Electricity,36.18661766
1129,Canada Net-zero,2029,Megatonnes,Electricity,33.30848543
1130,Canada Net-zero,2030,Megatonnes,Electricity,27.55049185
1131,Canada Net-zero,2031,Megatonnes,Electricity,17.02595966
1132,Canada Net-zero,2032,Megatonnes,Electricity,7.512528453
1133,Canada Net-zero,2033,Megatonnes,Electricity,5.960649678
1134,Canada Net-zero,2034,Megatonnes,Electricity,0.791187009
1135,Canada Net-zero,2035,Megatonnes,Electricity,-6.180210064
1136,Canada Net-zero,2036,Megatonnes,Electricity,-8.377055855
1137,Canada Net-zero,2037,Megatonnes,Electricity,-10.61957522
1138,Canada Net-zero,2038,Megatonnes,Electricity,-12.81215095
1139,Canada Net-zero,2039,Megatonnes,Electricity,-14.87106076
1140,Canada Net-zero,2040,Megatonnes,Electricity,-16.4795872
1141,Canada Net-zero,2041,Megatonnes,Electricity,-18.44727958
1142,Canada Net-zero,2042,Megatonnes,Electricity,-20.20071619
1143,Canada Net-zero,2043,Megatonnes,Electricity,-22.15722077
1144,Canada Net-zero,2044,Megatonnes,Electricity,-24.34974926
1145,Canada Net-zero,2045,Megatonnes,Electricity,-26.46567382
1146,Canada Net-zero,2046,Megatonnes,Electricity,-28.28177019
1147,Canada Net-zero,2047,Megatonnes,Electricity,-30.10375906
1148,Canada Net-zero,2048,Megatonnes,Electricity,-31.88349658
1149,Canada Net-zero,2049,Megatonnes,Electricity,-33.64222028
1150,Canada Net-zero,2050,Megatonnes,Electricity,-35.44024209
1151,Canada Net-zero,2005,Megatonnes,Low or Non-emitting Hydrogen Production,0
1152,Canada Net-zero,2006,Megatonnes,Low or Non-emitting Hydrogen Production,0
1153,Canada Net-zero,2007,Megatonnes,Low or Non-emitting Hydrogen Production,0
1154,Canada Net-zero,2008,Megatonnes,Low or Non-emitting Hydrogen Production,0
1155,Canada Net-zero,2009,Megatonnes,Low or Non-emitting Hydrogen Production,0
